"","m","month","year","ym","IFO-C","IFO-EXP","IFOM-C","IFOM-EXP","IFOMI-C","IFOMI-EXP","IFOMV-C","IFOMV-EXP","IFOWH-C","IFOWH-EXP","ESI-INDU","ESI-SERV","ESI-C","ESI-TRADE","ESI-CTR","ESI","ECBS2","ECBS3","ECBS4","ECBS5","ECBS6","ECBS7","ECCS99","ECCS1","ECCS2","ECCS3","ECCS4","ECCS5","ECCS6","ECCS7","ECCS8","ECCS9","ECCS10","ECCS11","ECCS12"
"705",9,"09",2006,"2006-09",11.9,2.7,21.1,8.72,24.44,7.6,23.22,10.58,7.97,-1.38,7.3,9.1,-6.3,-5.7,-14,104.4,11.9,6.9,1.7,11.6,12.1,-6.6,-6.3,-8.6,-5.8,-6.6,-9.5,28.1,46.5,13.3,28.8,-21.4,47.6,3.2,23.6
"706",10,"10",2006,"2006-10",14.1,4.8,22.84,10.71,27.05,10.76,24.96,12.72,12.84,5.17,8.7,13.5,-7.4,-7.4,-14.8,105.6,14.3,7.3,0.2,12.1,11.5,-5.5,-7.4,-9,-5.5,-5.9,-10.4,29.6,51.6,14.7,30.7,-23.8,47.1,1,23.1
"707",11,"11",2006,"2006-11",16.9,6.9,24.86,12.13,27.17,13.05,27.4,12.67,20.87,12.91,11.5,14.8,-5.5,-5.8,-14.3,107.5,15.9,9,0,18.5,9.9,-2.3,-5.5,-8.5,-4.5,-1,-6.1,29,51.5,12.5,32.2,-23.3,47.7,0.9,23
"708",12,"12",2006,"2006-12",19.5,9.6,28.8,14.94,34.02,16.83,28.98,13,20.12,12.17,10.3,15.3,-1.8,-3.1,-14.3,107.5,17.7,11.1,-1.4,11.8,11,0.2,-1.8,-7,-5.7,6.5,0.7,32.2,52.9,0.2,28.6,-25.4,45.5,-2,21.7
"709",1,"01",2007,"2007-01",18.4,9.1,26.15,12.25,27.76,11.78,27.45,11.08,19.24,11.07,9.6,17.6,-0.1,-3.2,-16.4,108.1,15,10.4,0.1,13.8,15.1,1.5,-0.1,-7.9,-5.2,7.4,-0.4,33.9,42.2,-3.8,-3.2,-28,46.5,1.3,24.1
"710",2,"02",2007,"2007-02",15.4,7.6,24.84,9.99,27.08,8.32,26.57,10.94,14.78,11.12,8.5,14.9,1.7,-6.4,-21.6,107.3,15,9.4,0.1,10.7,11.5,1.4,1.7,-7.4,-4.1,10.3,4.2,34.7,30.3,-4.7,-6.3,-26.5,48,1.9,23.3
"711",3,"03",2007,"2007-03",17.3,9.5,26.67,11.9,30.31,13.38,27.03,8.86,16.49,12.64,9.8,18.2,3,-3.5,-23.2,108.9,15.5,9.7,-0.2,13.6,12,5.7,3,-6,-1.4,13.6,6.7,33.7,24.8,-5.7,-6.7,-27.8,47.3,0.9,23.9
"712",4,"04",2007,"2007-04",17.9,10.8,26.81,12.87,29.85,13.23,26.66,10.12,18.43,14.23,10,20.3,7.2,-1.5,-26.4,110.4,16.2,8.2,1.3,15,10.7,2.7,7.2,-5.1,-0.1,16.8,10.1,34.6,22.2,-14.4,-3.7,-25,45,4.6,26.2
"713",5,"05",2007,"2007-05",18.6,11.7,27.2,13.2,28.26,12.7,30.15,12.68,21.71,18.31,9.5,20.3,10.2,-1.7,-26.2,110.9,15,8.4,1.9,15.4,10.8,4.9,10.2,-4.5,0.6,19.5,14.7,35.5,21.1,-18.6,-5,-23.7,50.6,6.7,24.9
"714",6,"06",2007,"2007-06",15.3,8.7,23.66,9.25,26.99,10.86,24.63,7.57,16.48,15.2,10.8,19.4,9.2,-3.5,-26.9,111,14.8,10.5,0.5,18,14.7,5.2,9.2,-4.2,1,21,14.1,33.6,19.1,-17.2,-1.8,-24.7,49,4.4,25
"715",7,"07",2007,"2007-07",15.6,7.4,25.08,10.75,30.56,15.52,25.73,9.5,10.66,4.26,9.3,19,9,-1.8,-25.2,110.2,14.1,10.1,1.7,15.6,13.1,6.7,9,-2.7,0.5,20.7,14.2,32.9,16.7,-17.1,-4.1,-24.6,49.8,4.3,24.5
"716",8,"08",2007,"2007-08",14.3,6.4,23.76,9.01,29.43,11.43,22.75,7.01,8.62,4.29,8.2,22.7,4.4,-5.1,-24.6,109.4,14.9,10.8,2.1,11.8,15.2,4.9,4.4,-5.4,-1.3,19.2,9.8,46.5,35.9,-4.8,-7,-24.3,48.9,4.3,23.6
"717",9,"09",2007,"2007-09",12.6,5.3,22.1,8.84,26.74,11.87,20.98,4.65,12.67,9.62,6.5,17,2.3,-11.5,-24.6,106.7,10.8,9.6,3.2,11.8,11.9,4.2,2.3,-5.3,-2.2,16.1,6.1,49.6,33.9,-1.7,-10.5,-26.3,49.7,3.5,24.5
"718",10,"10",2007,"2007-10",12.4,3.6,22.21,6.94,30.73,12.02,20.45,3.09,7.09,2.17,4.5,17.7,2.9,-9.5,-23.7,106,9.3,7.1,4,8.3,12.1,1.6,2.9,-7,-2.7,14.6,7.1,57.1,31.5,-7.1,-13.5,-22.5,48.6,0.3,23.5
"719",11,"11",2007,"2007-11",11.8,3.7,22.36,7.39,31.4,14.4,20.1,2.91,2.76,-3.09,4.8,11.2,1.9,-7.5,-22.5,104.8,7.5,5.4,5,12,11.8,4.7,1.9,-8.6,-2.2,13.9,4.1,62,30.2,-4.1,-18.5,-27.3,50.2,1.5,23.8
"720",12,"12",2007,"2007-12",9,1,20.34,5.24,28.17,10.28,18.92,1.23,2.25,0.17,4.7,10.2,1.4,-14.5,-22.6,104.3,7.1,6.3,5.9,12.8,12.8,6.6,1.4,-7.6,-1.9,10.2,0.8,65.4,26.8,-2.1,-15.2,-25.6,50.1,4.8,24.9
"721",1,"01",2008,"2008-01",10.6,0.3,19.88,3.26,26.79,5.8,15.58,-2.95,8.45,-1.93,2.8,12,-0.8,-10.5,-21.6,103.3,5,3.8,6.8,10.1,14.5,2.7,-0.8,-8.1,-3.9,9,-1.8,63.9,31.3,-2.2,-9.5,-25.8,51.1,0.3,23
"722",2,"02",2008,"2008-02",8.8,-1.3,17.04,0.68,26.34,6.13,14.28,-2.4,5.67,-1.88,3.2,11.6,-3.6,-6.4,-22.9,102.9,5.2,4.2,5.2,9.5,11.6,1.7,-3.6,-8.9,-3.4,4.6,-6,62.4,32.2,3.2,-8.5,-26.7,48.7,-1.8,23.5
"723",3,"03",2008,"2008-03",10,-1.6,18.27,-0.28,24.32,1.19,14.64,-4.27,8.18,-0.36,5.1,13.1,-2.8,-4.1,-24.5,104.3,9.3,7,4.1,10.1,12.2,1.6,-2.8,-8.9,-4.1,5.8,-4.2,66.5,34.7,3.6,-9.1,-27.3,49.5,0.9,23.5
"724",4,"04",2008,"2008-04",6.2,-4.8,14.57,-4.49,20.71,-5.32,13,-3.3,4.77,-3.77,2.2,12,0.7,-11.7,-28.5,103.3,3.1,2.3,5.3,8.7,13.1,1,0.7,-8,-3.3,4.8,-4.5,63.3,33.8,-7.7,-7.6,-26.9,50.4,2.9,24.6
"725",5,"05",2008,"2008-05",6.6,-4.2,15.35,-2.06,20.84,-3.76,12.58,-2.56,6.13,-0.69,3.1,14.2,-2.7,-11.9,-25.1,103,5.6,1.6,4.9,8.6,12.7,1.4,-2.7,-10,-5.9,-1.2,-9.2,73.1,36.1,-6.3,-15.8,-29.6,48.8,-2,22.3
"726",6,"06",2008,"2008-06",3.8,-7.7,9.12,-8.79,14.48,-7.28,8.44,-9.49,4.87,-0.8,-0.8,13.6,-2.6,-12.2,-23.3,101.6,0.9,-0.6,5.6,2.5,15.8,-2.6,-2.6,-11,-6.1,-2.5,-9.9,76.9,41.7,-5.2,-18.6,-32.6,53.6,0.4,23.8
"727",7,"07",2008,"2008-07",-5.4,-19.4,2.69,-17.18,4.56,-21.41,2.49,-16.35,-6.49,-16.74,-3,7.9,-6.6,-22.7,-23,98.1,-2.4,-3.3,6.6,0.1,18.1,-4.6,-6.6,-13.6,-8.6,-8.2,-16,77.8,40.2,0.8,-22.2,-31.8,50.6,-1.1,22.8
"728",8,"08",2008,"2008-08",-8.2,-20.9,-4.76,-24.84,-2.9,-28.47,-3.75,-22.77,-4.09,-9.71,-6.3,5.4,-10.2,-18,-27.1,95.6,-3.6,-5.5,9.5,-5.6,16.5,-9.7,-10.2,-12.5,-7,-12.4,-18.9,72.6,28,14.9,-23.3,-32.9,50.7,0,21.7
"729",9,"09",2008,"2008-09",-12.1,-23,-8.82,-26.03,-7.68,-30.82,-10.29,-27.3,-7.68,-16.38,-9.9,-0.7,-9.1,-27.1,-27.9,92.5,-10.6,-10.3,10.6,-8.6,11.4,-12.3,-9.1,-12.8,-6.1,-13.3,-16.7,66.8,23.4,12.5,-17.5,-30,48,-1.1,22.3
"730",10,"10",2008,"2008-10",-18.9,-33,-17.68,-36.83,-16.13,-36.77,-22.65,-41.55,-13.14,-25.83,-18.3,-3.3,-12.1,-27.9,-25.2,88,-19,-19.9,15.5,-20.3,6.7,-15.7,-12.1,-11.4,-6.1,-16.8,-26.3,65.6,26.7,16.2,-19.4,-31.1,44.4,0.3,22.6
"731",11,"11",2008,"2008-11",-29.2,-41.3,-31.33,-47.37,-35.58,-55.24,-36.18,-49.86,-22.02,-33.09,-28.7,-7.8,-16.3,-31.5,-27,81.7,-30.7,-28.7,20.7,-34.7,-1.3,-25,-16.3,-11,-4.2,-22.9,-28.4,57,13.5,31.1,-14.6,-29.3,41.8,-1.5,22.6
"732",12,"12",2008,"2008-12",-36.1,-45.3,-41.27,-52.48,-49.78,-64.23,-44.96,-51.59,-26.22,-36.83,-35.8,-16.3,-23.4,-30.6,-28,75.9,-41.6,-41.3,25.2,-40.7,-6.9,-31.6,-23.4,-10.9,-5.1,-32.7,-41.4,46.4,11.4,48.1,-14.5,-30.5,42.1,0.8,23.4
"733",1,"01",2009,"2009-01",-35.7,-41.8,-40.5,-45.78,-48.83,-55.33,-45.47,-45.02,-25.97,-36.93,-37.7,-17.2,-27.5,-28.4,-30.2,74.3,-47.8,-45.4,24.6,-40.8,-11.1,-31.5,-27.5,-11.3,-7.9,-40.2,-46.1,44.6,16.5,54.3,-0.7,-27.3,40.5,-1.9,22.3
"734",2,"02",2009,"2009-02",-36.7,-38.5,-44.78,-44.61,-50.92,-53.03,-50.51,-40.72,-28.43,-35.88,-41.8,-18.3,-29.9,-21.9,-27.8,72.5,-55.2,-53.2,29.1,-41,-11.5,-33.2,-29.9,-11,-7.2,-47.5,-46.5,34.5,11,63.7,2.2,-30.5,42.9,-2.3,23.5
"735",3,"03",2009,"2009-03",-38,-37.3,-44.55,-39.42,-51.71,-48.96,-48.4,-34.39,-32.23,-41.36,-42.5,-19.1,-32.8,-25.9,-28,71.8,-59.2,-58.2,29,-39.2,-13.5,-39.5,-32.8,-12,-7.5,-56.6,-52.1,27.9,11.9,71.9,0.7,-29.5,41.6,0.3,24.4
"736",4,"04",2009,"2009-04",-34.7,-30.2,-40.48,-28.83,-48.14,-33.8,-44.89,-23.73,-30.69,-37.77,-41.1,-13.7,-32.9,-24.1,-30.6,73.3,-60.3,-61.3,30.7,-32.4,-12.3,-38.3,-32.9,-10.3,-7.5,-61.8,-51.9,19.4,10,71,-0.6,-29.4,40.8,-1.1,23
"737",5,"05",2009,"2009-05",-32.4,-25.4,-38.73,-23.28,-46.88,-28.22,-41.59,-17.71,-26.54,-32.69,-39.8,-12.9,-32.4,-20.8,-32,74.6,-62.3,-63.4,29.3,-27.7,-10.9,-39,-32.4,-10.4,-6.8,-65.6,-51.4,12.3,1.3,69.8,-0.2,-31.2,40.1,-1.7,23.1
"738",6,"06",2009,"2009-06",-28.2,-17.1,-34.01,-13.83,-42.35,-18.38,-35.43,-8.58,-22.37,-24.8,-36.9,-7.5,-28.8,-17.9,-30.4,78.5,-63.5,-64.6,28.2,-18.9,-9.7,-35.1,-28.8,-11.2,-5,-67.3,-45.1,7.4,-1.8,66.9,-0.4,-30.5,41.1,1.7,24.3
"739",7,"07",2009,"2009-07",-24,-11.6,-28.12,-6.11,-36.57,-7.37,-30.07,-1.16,-21.75,-20.74,-34.9,-6.2,-25.5,-13.4,-29.9,80.6,-63.7,-62.9,25.8,-15.2,-10.7,-35.4,-25.5,-9.6,-3.4,-64.7,-35.7,-1.9,-4.9,63.1,4,-27.9,35.8,0.2,23.9
"740",8,"08",2009,"2009-08",-17.6,-1.7,-21.26,5.31,-30.26,3.64,-19.65,16.4,-14.03,-10.71,-29.5,0,-22.6,-10.9,-27.8,85.4,-59,-60.7,22.3,-7.2,-7.7,-31.9,-22.6,-7.9,-1.6,-60.7,-27.2,-15.7,-18.1,61.6,6.3,-25.9,40.4,0.1,24.2
"741",9,"09",2009,"2009-09",-15.7,-0.3,-17.57,8.12,-28.67,4.52,-14.6,18.78,-9.64,-6.38,-28.6,6.6,-19.2,-13.1,-28.2,87.9,-56.4,-59.1,19.5,-10,-11.4,-34.4,-19.2,-6.8,-0.3,-55.5,-21.8,-18.4,-17.1,55.2,7.7,-25.5,39.6,0.5,24.3
"742",10,"10",2009,"2009-10",-15.1,-0.2,-15.85,8.4,-25.56,5.42,-11.59,19.8,-8.68,-8.83,-23.7,3.9,-16.3,-17.2,-27.1,90,-55.4,-56.5,16.3,0.7,-6.7,-28.5,-16.3,-5.3,-0.8,-54.1,-14.9,-24.9,-17.6,51.9,5.2,-23.6,43.4,2.4,25.6
"743",11,"11",2009,"2009-11",-11.6,5.3,-10.55,15.81,-19.97,15.08,-7.57,18.31,-8.26,-4.09,-21.3,10.1,-18.5,-13.8,-26,92.1,-50.9,-53,15.5,2.5,-7.5,-26,-18.5,-7.7,-1.3,-53.6,-15.8,-20.5,-12.5,59,5.3,-24.3,40.4,2,24.9
"744",12,"12",2009,"2009-12",-11.3,2.3,-9.77,11.81,-19.12,14.22,-5.89,14.6,-8.04,-7.83,-17.7,7.5,-15.7,-11.7,-26.8,93.9,-47.8,-49.7,12.5,7.2,-9.5,-22.2,-15.7,-5.3,0.7,-49.6,-13.9,-15,-6.8,53.1,2.6,-23.2,44,3.5,24.7
"745",1,"01",2010,"2010-01",-9.1,2.6,-7.31,12.14,-17.2,13.56,-3.25,17.86,-3.78,-5.93,-14.7,9.9,-17.8,-13,-27.9,95.1,-42.2,-43.4,11.1,9.1,-8.5,-21.6,-17.8,-7.3,-0.5,-55.9,-16.9,-14.9,-2,57,11.2,-26.4,44.5,3.1,24.6
"746",2,"02",2010,"2010-02",-9.3,4,-5.32,14.12,-11.34,18.77,-3.62,17.04,-6.65,-1.88,-11.7,8.3,-17.4,-17.9,-27.5,95.9,-40.6,-38.9,8.9,14.5,-3.6,-17.6,-17.4,-6.5,-1,-49.2,-17.8,-12.2,2.4,53.4,9.3,-24.3,42.5,2.6,24.7
"747",3,"03",2010,"2010-03",-4.7,5.4,-0.04,14.4,-6.53,16.89,2.6,17.43,-2.98,-1.36,-7.5,10.3,-13.2,-16,-23.9,99.2,-34.9,-34.7,3.7,16.1,-0.6,-14,-13.2,-5.2,-1,-43.8,-10,-5.2,4.4,44.7,8.6,-25.3,40.1,2.7,25.4
"748",4,"04",2010,"2010-04",2.7,11.2,5.92,18.89,-0.38,24.77,10.78,20.92,6.8,7.23,-4.5,17.7,-6.5,-4.4,-22.3,103.6,-25.9,-26.4,2.7,15,4.5,-8.9,-6.5,-5.2,0,-35.1,-5.2,1.5,8,25,6.3,-22.2,41.2,4,25.9
"749",5,"05",2010,"2010-05",4.3,10.7,9.61,19.49,5.42,26.28,17.36,21.11,5.07,5.31,-1.3,14.3,-9.3,-5.2,-22.5,103.3,-21.2,-20.9,1.5,18.7,8.3,-5.7,-9.3,-6.2,-0.3,-34,-16.1,1.2,12.6,23.1,5.2,-26,37.8,2.1,24.3
"750",6,"06",2010,"2010-06",5.7,9.4,11.97,19.17,8.57,25.58,19.94,20.4,4.64,2.2,1.1,14.4,-9.5,-7.9,-21.6,103.8,-15.6,-18,-0.8,18.2,7.2,-5.4,-9.5,-4.2,-1.6,-33.1,-15.3,1.8,13.9,19.6,8.3,-22.6,30.7,-1.5,24.7
"751",7,"07",2010,"2010-07",13.9,16.2,20.62,25.93,20.96,35.68,26.4,24.98,16.55,12.26,2.8,20.2,0.1,2.3,-19.9,108.2,-9.4,-11.8,-0.2,17.7,6.4,-1.5,0.1,-3.1,1.7,-18.3,0.6,5.3,10.3,4.1,5.7,-23.3,37.9,2,26.7
"752",8,"08",2010,"2010-08",16,16.3,23.03,24.51,24.28,30.78,28.66,27.63,16.63,13.29,3.8,20.2,2.9,3.3,-19.6,109.2,-5,-7.6,0.6,17,6.6,0.6,2.9,-2.6,2.5,-4.5,7.7,3.4,8.4,3.6,5.6,-22.7,37.1,5.2,26.9
"753",9,"09",2010,"2010-09",16.4,15.4,23.12,23.27,25.91,29.84,26.27,22.87,15.19,11.62,6.6,25.6,4.7,8.6,-17.2,112.3,-2.2,-4.9,-1.1,20.9,10,2.6,4.7,-1,4,0,8.9,5.3,10,-2.1,5.3,-22.2,38.3,4,26.9
"754",10,"10",2010,"2010-10",18.4,17.1,25.16,24.61,27.36,28.6,30.29,27.12,20.26,15.17,8,26.1,6.7,6.1,-14.2,112.9,2.3,-2.5,0,21.8,9.4,8.2,6.7,-1.7,2.8,7.9,12.8,5.1,5.9,-5.7,4.6,-21.8,38.2,5.4,27.6
"755",11,"11",2010,"2010-11",20.8,18.7,27.61,25.98,31.27,32.38,31.68,27.45,22.87,16.91,10.3,27.7,10.9,10.6,-14,115.5,5.4,2,-3.7,22,13.3,8.6,10.9,0.6,4,19.5,21.2,5.8,8.9,-11.4,9.9,-21.2,41.3,7.1,28.1
"756",12,"12",2010,"2010-12",21.1,18.2,26.74,22.03,29.56,26.57,30.41,25.75,25.26,24.17,14,29.4,9.6,16.7,-15.2,117.5,9.6,4.8,-5.5,26.8,17.3,10.3,9.6,0.8,4,21,19.3,12.1,13.8,-8.2,8,-20.5,40.5,6.8,28
"757",1,"01",2011,"2011-01",18.1,14.7,25.99,20.05,31.15,25.46,30.38,22.71,17.56,16.07,13.1,25,8.9,5.9,-13.2,115.2,11.4,9.7,-4,23.9,19.3,11.9,8.9,0.4,3.9,24.5,18.9,17.9,22,-7.3,9.3,-19.2,39.7,5.5,27.6
"758",2,"02",2011,"2011-02",20.6,14.2,28.25,18.85,33.66,23.56,29.78,18.8,22.21,18.12,16,26,8.7,6.7,-9.5,116.7,16.3,10.4,-4.8,27,26,13.3,8.7,0.6,4.1,27.8,20.1,26.6,28.9,-5,10.1,-18.4,37.8,5.7,27.8
"759",3,"03",2011,"2011-03",20.5,12.2,27.85,16.22,33.15,19.73,31.81,18.23,22.68,16.64,14.4,27.2,8.5,8.8,-9,116.4,15.7,11.7,-6.4,21.1,25.5,17.1,8.5,2.4,3.4,28.7,17.2,35.2,30.2,-7.4,9.2,-20.6,38.9,6.2,28.2
"760",4,"04",2011,"2011-04",18.5,9.5,26.01,13.64,32.54,19.39,27.07,11.61,17.45,10.23,14,24.7,7.9,3.3,-7.3,115,16.7,13.1,-6.1,19.2,27.7,16.5,7.9,0.1,1.2,27.3,12.7,37,33.5,-12.8,8.5,-21.6,41.8,5.1,28.5
"761",5,"05",2011,"2011-05",20.2,9.6,26.72,12.3,33.96,19.85,26.83,9.96,18.13,11.31,13.3,20.2,9,6.6,-6.2,114.5,14.7,12,-7.3,17.8,22.9,14.6,9,1.5,1.4,29.3,13,43.2,33.5,-13.6,8.7,-22.2,40.7,8,29
"762",6,"06",2011,"2011-06",19.9,8.3,26.15,11.2,34.34,17.57,26.12,8.43,20.01,12.2,11.8,19.4,9.8,3.4,-7.7,113.6,16.1,10.3,-4.7,14.7,17.4,13.7,9.8,1.3,4.2,28.5,13,42.2,28.1,-12.1,8.5,-20.3,41.9,9.8,29.6
"763",7,"07",2011,"2011-07",18.5,6,23.97,7.01,32,11.79,23.44,4.11,18.71,9.26,9.6,19.5,8.4,3.3,-7.1,112.2,14.5,9.1,-2.9,11.5,15.4,13.1,8.4,1.4,2.8,28.1,8,41.6,30.2,-13.6,8.1,-18.7,42.9,9.2,29.8
"764",8,"08",2011,"2011-08",11.6,-1.7,17.21,-1.34,24.38,1.83,15.93,-4.15,7.69,0.29,4.6,13.4,0.2,-4.8,-6.2,106.8,8.2,2.8,-0.1,5.4,9.9,7.7,0.2,0.5,1.4,18.8,-3.7,43.4,30,4.4,8.7,-20.7,36.7,7.3,28.9
"765",9,"09",2011,"2011-09",9,-4.5,11.95,-6.53,15.52,-7.78,10.88,-8,13.02,4.62,1.4,10.8,-1.9,-2.7,-6.5,104.5,5.8,0.6,2.7,1.1,8.8,10.1,-1.9,1.6,1.5,14.2,-8.3,42.5,29.2,7.1,4.8,-19.7,34.4,6.2,28.4
"766",10,"10",2011,"2011-10",7.4,-6.6,11.35,-7.22,18.05,-5.24,9.11,-8.63,7.96,-3.83,-0.7,11.7,-3.3,-3,-9.2,103.4,2.9,-0.3,4.2,-0.9,8.2,7.6,-3.3,0.5,2.3,9.3,-11.5,43.7,29.2,9.8,8.9,-22.4,34.1,5.8,27.7
"767",11,"11",2011,"2011-11",7.9,-6,10.78,-7.9,13.66,-13.45,7.39,-8.43,10.5,1.91,-0.7,10.6,-2.9,-2,-7.3,103.2,2.2,-3.3,5.3,1.1,8.4,6.5,-2.9,-0.1,1.4,8,-12.1,42.6,30.8,6.7,9.4,-19.8,32.1,5.8,27.9
"768",12,"12",2011,"2011-12",7.2,-5.7,9.59,-7.8,16.31,-7.11,6.29,-10.17,9.54,0.17,-0.9,13.9,-2.2,-2,-8.6,103.9,0,-2.9,6,3.3,10.3,3,-2.2,0.7,2.4,9.3,-8.5,42.4,30.8,7.2,6.2,-18.7,30.9,4.5,28.1
"769",1,"01",2012,"2012-01",8.2,-3.3,12.42,-3.03,20.45,-1.63,11.52,-1.42,10.39,2.07,1.6,14.3,0.5,-6,-8.6,105.5,2.5,-0.3,5.1,7.4,10,4.5,0.5,1.6,2.7,13.4,-5.6,36.9,25.1,3.4,8.6,-19.8,30.5,8.1,29.6
"770",2,"02",2012,"2012-02",9.1,-2.4,11.86,-2.37,15.53,-4.61,10.27,-3.42,13.85,4.12,2.6,15.7,-0.8,-6.9,-7.4,106,4.2,0.4,4.1,7.6,10,3.9,-0.8,1.2,3.3,11.8,-5.2,38.8,29.7,9.1,10.1,-21.4,34.2,7.9,28.7
"771",3,"03",2012,"2012-03",10.1,-0.5,12.33,-0.99,16.87,-2.48,10.91,0.03,12.18,3.64,-1.5,15.5,-0.6,-1.6,-8.9,104.3,-0.7,-4.8,5.8,1.9,9.9,2.4,-0.6,-0.2,2.6,13.3,-4.6,41.4,30.2,5.6,10.6,-19.8,32.3,5.4,28.2
"772",4,"04",2012,"2012-04",10.7,0.3,13.63,0.47,17.95,-1.89,12.2,2.39,12.27,3.23,-2.5,15.6,-2.3,-3.9,-10.3,103.3,-2.7,-5.5,5.4,0.7,10.7,2.6,-2.3,0.7,1.5,8.6,-7.5,44.7,30.2,6,7.4,-20.4,32.2,2.7,26.6
"773",5,"05",2012,"2012-05",6.3,-3,9.77,-1.88,10.03,-6.49,8.15,-2.2,9.05,0.31,-5.8,15.1,0.4,-13.6,-9.9,102.1,-8.1,-9.2,6.6,-2.6,7.4,-1.3,0.4,-0.4,2.1,10.7,-2.5,38.7,23.5,1.3,9.1,-22,32.4,3.1,27
"774",6,"06",2012,"2012-06",2.9,-9.5,4.44,-11.77,4.71,-16.49,4.3,-9.5,4.75,-4.8,-8.4,11.8,-1.3,-10.8,-9.5,100.7,-13.4,-11.4,7.3,-4.5,1.1,-1.1,-1.3,2.3,2.9,8,-8.7,33.6,21.3,7.8,9,-20.1,34.2,8.4,28.5
"775",7,"07",2012,"2012-07",-0.9,-12.9,-1.86,-16.87,-4.64,-23.02,-2.43,-17.79,3.43,-7.74,-13,5,-4.6,-9.3,-10.9,96.2,-17.1,-18.4,11.1,-10.6,0.3,-6.3,-4.6,0.9,2.6,-0.6,-16.3,32.2,24.8,8.6,9.6,-20.8,29.2,4.1,27.5
"776",8,"08",2012,"2012-08",-1.3,-13.4,-0.03,-16.2,-1.19,-21.13,-2.28,-17.92,-2.48,-9.71,-13.5,5.9,-8.8,-14,-9.9,95.6,-19.3,-20.9,10.5,-10.7,1,-7.4,-8.8,2.7,1.6,-8.4,-21.2,35.9,26.8,21.2,9.1,-20.7,26.6,5.5,28.4
"777",9,"09",2012,"2012-09",-3,-14,-3.07,-16.39,-4.62,-20.49,-6.56,-18.89,-0.14,-11.38,-15.9,3.9,-10.3,-13.6,-9.2,93.7,-23.1,-23.4,11,-13.5,1.1,-8,-10.3,-0.4,0.4,-11.7,-22.9,41.6,29.3,22.4,8.3,-22.9,28.3,3.5,26.7
"778",10,"10",2012,"2012-10",-4.7,-14.3,-5.07,-16.09,-5.38,-17.09,-6.94,-18.43,-1.01,-8.83,-18.1,1.5,-9.3,-13,-11.4,92.6,-28,-26,12.1,-14.3,2.1,-10,-9.3,-0.4,1.6,-13.2,-21.2,41.6,31.2,22,10,-22.8,27.4,4.3,26.7
"779",11,"11",2012,"2012-11",-3.6,-10.9,-5.92,-14.81,-12.36,-26.33,-5.42,-12.34,4.22,-3.09,-13.4,3.8,-10.2,-10.6,-9.6,95.5,-24.8,-24.4,7,-8.5,2.1,-7.1,-10.2,-0.3,0.3,-14.1,-18.8,39.8,31.2,25.3,6.6,-21.1,29.5,3.1,27.1
"780",12,"12",2012,"2012-12",-2.3,-6.9,-2.63,-7.7,-5.71,-10.87,-2.51,-6.12,2.1,-5.83,-12.7,5.5,-10.4,-10.5,-10.4,96.1,-23.6,-21.3,8.2,-6.3,4.6,-6.9,-10.4,-0.1,0.7,-15,-20,41.2,31.2,26,5.5,-22.1,27.9,3.6,28
"781",1,"01",2013,"2013-01",1.5,-4.4,3.29,-3.07,0.96,-6.71,3.63,-0.51,0.54,-7.93,-10.2,9.4,-7.6,-8.4,-6.2,99.2,-22.3,-23.2,6.3,-1.9,5.4,-5.6,-7.6,1.9,2.6,-10.9,-17.4,37.8,27.6,21.5,5.8,-20.8,28.4,6.1,29.3
"782",2,"02",2013,"2013-02",4.5,1.9,7.05,4.4,9.38,6.26,3.36,5.37,5.25,0.12,-8.4,8.8,-6.4,-9.9,-7.3,99.7,-19.2,-19.9,5.8,-0.3,3.2,-5.6,-6.4,0,1.2,-10.2,-11.5,37.3,26.5,21.5,8.6,-19.8,27.8,6.3,27.9
"783",3,"03",2013,"2013-03",4.1,0.6,7.15,3.87,6.42,1.38,5.83,6.9,-0.53,-5.36,-9.8,14,-5.4,-11.4,-6.9,100,-21.5,-20.9,8,0.1,2.5,-5.9,-5.4,0.1,2,-8,-10.3,32.1,25.6,15.6,9.6,-20.3,25.2,2.4,26.8
"784",4,"04",2013,"2013-04",0.7,-2.3,2.41,-0.67,2.17,-5.13,2.22,3.18,-4.71,-6.77,-10.7,4,-4.9,-14.3,-5.7,97.6,-24.8,-23.2,8.3,1,-0.4,-9.8,-4.9,0.4,1.3,-9.7,-13.6,31.9,25.4,12.7,11.3,-19.4,22.3,5.3,28.2
"785",5,"05",2013,"2013-05",3.4,-1.2,5.04,-0.02,5.52,-0.76,2.98,0.7,1.86,-2.69,-11.6,8.5,-4.5,-11,-6.2,98.3,-24,-22.2,8.2,-2.6,-1.8,-7.3,-4.5,1.5,2.3,-10.5,-10.8,26.1,21.6,12.3,12.7,-18.9,22.6,2.9,28.6
"786",6,"06",2013,"2013-06",4.6,1,7.95,4.26,10.02,5.45,5.8,5.54,-1.08,-4.8,-8.2,5.7,-3.2,-10.5,-6.3,99.4,-19.3,-19.7,8.2,2.8,0.5,-8.1,-3.2,1.2,2.4,-7.7,-9.4,25.1,20.6,10.7,11.8,-20.6,22.5,4.7,27.7
